REGION,GROUP,SUBGROUP,CLASS,LEVEL,CHART,SERIES_ID,CONSUMPTION
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.1,A2327551F,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.9,A2327596K,
Canberra,ALCOHOL AND TOBACCO,,,1,0.5,A2326111J,
Canberra,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.5,A2326741A,
Canberra,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,0.1,A2328946T,
Canberra,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.8,A2328901L,
Canberra,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.9,A2328856L,
Canberra,ALCOHOL AND TOBACCO,Tobacco,,2,0.8,A2326786F,
Canberra,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,0.2,A2328991C,
Canberra,CLOTHING AND FOOTWEAR,,,1,0.7,A2325931W,
Canberra,CLOTHING AND FOOTWEAR,Garments,,2,0.9,A3604058L,
Canberra,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,0.3,A2329576L,
Canberra,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,0.8,A2329711T,
Canberra,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.4,A2329756W,
Canberra,CLOTHING AND FOOTWEAR,Footwear,,2,0.9,A2326381J,
Canberra,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.7,A2327911X,
Canberra,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,0.7,A2327956C,
Canberra,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.4,A2328001F,
Canberra,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,0.9,A2329801W,
Canberra,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.3,A2329846A,
Canberra,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.6,A2328046K,
Canberra,HOUSING,,,1,0.9,A2325976A,
Canberra,HOUSING,Rents,,2,0.1,A2331871V,
Canberra,HOUSING,Rents,Rents,3,0.4,A2326426A,
Canberra,HOUSING,New dwelling purchase by owner-occupiers,,2,1.0,A3603568V,
Canberra,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.7,A2329936F,
Canberra,HOUSING,Other housing,,2,0.4,A3603608A,
Canberra,HOUSING,Other housing,Maintenance and repair of the dwelling,3,0.0,A2328091W,
Canberra,HOUSING,Other housing,Property rates and charges,3,0.4,A2329981T,
Canberra,HOUSING,Utilities,,2,1.0,A2326516F,
Canberra,HOUSING,Utilities,Water and sewerage,3,0.4,A2329891L,
Canberra,HOUSING,Utilities,Electricity,3,0.0,A2328136R,
Canberra,HOUSING,Utilities,Gas and other household fuels,3,0.3,A2331916L,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.7,A2326021C,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.6,A3604178F,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.1,A2328181A,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.7,A3604218L,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.2,A3604098F,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,0.8,A3604138L,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,0.0,A2330026T,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.7,A2328271F,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.5,A2331016F,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.7,A2331061T,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,1.0,A2328316X,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.5,A2330071C,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.3,A2328361K,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.7,A2329216J,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,1.0,A2330116W,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.0,A2330161J,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,0.9,A2331601V,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,0.7,A2329261V,
Canberra,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.8,A2331691K,
Canberra,HEALTH,,,1,0.2,A2331106K,
Canberra,HEALTH,"Medical products, appliances and equipment",,2,0.3,A3603648V,
Canberra,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.4,A2329171R,
Canberra,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.9,A2329081K,
Canberra,HEALTH,"Medical, dental and hospital services",,2,0.7,A3603688L,
Canberra,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,0.3,A2329036X,
Canberra,HEALTH,"Medical, dental and hospital services",Dental services,3,0.7,A2329126C,
Canberra,TRANSPORT,,,1,0.7,A2326066J,
Canberra,TRANSPORT,Private motoring,,2,0.8,A2326651W,
Canberra,TRANSPORT,Private motoring,Motor vehicles,3,0.4,A2328586X,
Canberra,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,0.1,A2328721C,
Canberra,TRANSPORT,Private motoring,Automotive fuel,3,0.4,A2328631X,
Canberra,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.7,A2328766J,
Canberra,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,0.7,A2328676C,
Canberra,TRANSPORT,Urban transport fares,,2,0.7,A2326696A,
Canberra,TRANSPORT,Urban transport fares,Urban transport fares,3,0.4,A2328811J,
Canberra,COMMUNICATION,,,1,0.5,A2331196A,
Canberra,COMMUNICATION,Communication,,2,0.4,A2326606K,
Canberra,COMMUNICATION,Communication,Postal services,3,0.7,A2328496V,
Canberra,COMMUNICATION,Communication,Telecommunication equipment and services,3,0.9,A2328541V,
Canberra,RECREATION AND CULTURE,,,1,0.4,A2331241A,
Canberra,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.7,A3603848L,
Canberra,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.9,A2329306L,
Canberra,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,0.6,A3603728V,
Canberra,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.8,A3603768L,
Canberra,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.1,A2330206A,
Canberra,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.4,A3603808V,
Canberra,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.5,A2326876K,
Canberra,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.6,A2329351X,
Canberra,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,0.8,A2329396C,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.1,A2331376K,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.2,A2330341T,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,0.8,A2330386W,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.2,A2328451R,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.9,A2328406C,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.4,A2330431W,
Canberra,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.2,A2330476A,
Canberra,EDUCATION,,,1,0.2,A2331421K,
Canberra,EDUCATION,Education,,2,0.6,A2329441C,
Canberra,EDUCATION,Education,Preschool and primary education,3,0.1,A2331466R,
Canberra,EDUCATION,Education,Secondary education,3,0.2,A2331511R,
Canberra,EDUCATION,Education,Tertiary education,3,0.8,A2331556V,
Canberra,INSURANCE AND FINANCIAL SERVICES,,,1,0.5,A2332591V,
Canberra,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.8,A3602828K,
Canberra,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,0.7,A3602873W,
Canberra,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.7,A3604273C,
Canberra,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.2,A3603888F,
Canberra,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.6,A2332771C,
